,titles,category,summary
0, 자막  스파이 패밀리 part  ,로맨스, 사람은 누구나 아무에게도 보여줄 수 없는 자신을 갖고 있다   세계 각국이 물밑에서 치열하게 정보전을 펼치는 시대  오스타니아와 웨스탈리스는 십수 년간에 걸쳐 냉전 상태에 있었다  웨스탈리스의 정보국 대동과        소속의 수완가 스파이인  황혼 은 동서 평화를 위협하는 위험인물  오스타니아의 국가통일당 총재 도노반 데스몬드의 동향을 살피기 위해 어떤 극비 임무를 수행하게 된다  그 이름은 오퍼레이션  올빼미   임무 내용은  일주일 이내에 가족을 만들어  데스몬드의 아들이 다니는 명문 학교의 친목회에 잠입하라    황혼 은 정신과 의사 로이드 포저로 위장하고 가족을 만들게 된다  하지만  그가 만난 딸 아냐는 마음을 읽을 수 있는 초능력자  아내 요르는 암살자였다   명의 이해가 일치하여 서로 정체를 숨기면서 함께 생활하게 되는데  해프닝 연속인 임시 가족에게  세계의 평화는 맡겨졌다   
1, 더빙  꿈빛 파티시엘 리마스터,로맨스,행복을 느끼게 하는 마법같은 한 입  케이크를 잘 먹는 것 외에 어떠한 장점도 없다고 생각했던   세 여자아이 감딸기  하고 싶은 일조차 없이 하루 하루를 보내던 중  우연히 세인트 마리 학교의 앙리 선생님과 만나게 된다   할머니의 맛을 재현하고 싶어   라며 꿈을 이루기 위해 세인트 마리 학교에 전학한 감딸기는 학원에 전해 내려오는 전설의 스위트 요정과 만나게 된다  요리 실력이라고는 전혀 없는 초보자로 매일 매일이 실패의 연속이지만  감딸기는 맛있는 과자 만들기를 위한 노력을 게을리하지 않는데  
2,지박소년 하나코 군,로맨스, 하나코 씨  하나코 씨  거기 계십니까   학원에 전해지는 불가사의한 소문  구교사  층 여자화장실 세 번째 칸에는  하나코 씨 가 있어 이를 불러낸 사람의 소원은 무엇이든지 이뤄준다고 한다  자신의 소원을 이루기 위해 야시로는 학교의 괴담에 몸을 바친다  학원의 불가사의  하나코 군 과 오컬트 소녀  야시로 가 펼치는 하트풀 화장실 코미디 
3,그 비스크 돌은 사랑을 한다,로맨스,히나 인형의 얼굴을 만드는  카시라시 를 꿈꾸는 남자 고교생  고죠 와카나   성실하고 한결 같이 히나 인형 제작에 몰두하지만 같은 세대의 유행과는 동 떨어져 좀처럼 반 친구들과 친해지지 못했다  그런 와카나에게 있어서 언제나 반의 중심에 있고 인기가 많은  키타가와 마린 은 마치 다른 세계의 주민처럼 느껴졌다  하지만 어느 날 생각지 못한 일을 계기로 마린과 비밀을 공유하게 되는데         절대로 교차할 리 없던 두 사람의 세계가 움직이기 시작한다 
4,호리미야,로맨스,이어지고  얽히면서 세계는 날마다 변해간다  호리 쿄코는 미인에다 성적도 우수해서 학교에서는 반의 중심인물이다  하지만 사실은 맞벌이를 하는 부모님을 대신해서 놀지도 않고 집안일을 하고 터울이 많이 지는 남동생을 돌보는 가정적인 고등학생이다  어느 날  다친 남동생  소타를 모르는 남자가 집에 데려다준다   호리 씨  남자의 부름에 이야기해 보니 사실 그는 호리와 같은 반이었는데    반에서 인기 있는 여학생과 음침한 남학생이 만난다면   연애  우정  청춘이 가득한 저탄산 스쿨 라이프 
5, 더빙  너에게 닿기를  기 리마스터,로맨스,여고생 쿠로누마 사와코는 평범하고 순수한 마음과는 달리 치마까지 닿을 정도로 긴 생머리를 비롯한 음산한 겉모습 때문에 학교 아이들 사이에선  초 이상 눈이 마주치면 일주일 안에 불행한 일이 생긴다거나 귀신을 볼 수 있다거나 하는 이상한 소문이 퍼졌고 심지어 이름조차도 공포영화에 나오는 여자귀신 이름 사다코로 잘못 알려지면서 기피대상으로 낙인찍혀 버린다  그러던 어느 날  이런 자신을 전혀 무서워하는 기색 없이 평범한 여자애로 대해주는 남학생을 보게 된다  그의 이름은 카제하야 쇼타  아이들이 무서워하는 사와코와는 달리 얼굴과 매너 좋은 사교성 등으로 남녀불문하고 모두에게 인기가 좋은 엄친아였다  어느 날 뜻하지 않게 마주친 두 사람  이후 사와코의 고민을 알게된 카제하야는 용기를 내어 다가가라는 조언을 해주었다  이후 조언대로 했더니 정말로 무서워하던 아이들이 달라졌고 야노 아야네와 요시다 치즈루라는 절친한 친구까지 생겼다  그러는 사이 사와코는 자신이 변할수 있었던건 카제하야 덕분이라고 여기는 사이 그를 짝사랑하기 시작한다 
6, 자막  오란고교 사교클럽,로맨스,엄청난 부잣집 자제들이 다니는 명문 오란고교에 특대생으로 입학하게 된 서민 후지오카 하루히  어느 날  조용히 공부할 곳을 찾던 하루히는 우연히  사교클럽  부실에 들어가게 되고     만엔 짜리 꽃병을 깨는 바람에 사교클럽에 빚을 갚아야 하는 신세가 된다  그러던 중 사교클럽 부장 타마키가  지명 손님    명을 모으면 빚을 없던 걸로 해주겠다 는 제안을 하고  하루히는  번째 사교클럽 멤버로서 여학생들을 대접하게 되는데 
7,카구야 님은 고백받고 싶어  천재들의 연애 두뇌전   기,로맨스,집안도 인망도 좋다   장래가 기대되는 우수한 수재들이 모인 슈치인 학원   그 학생회에서 만난 부회장 시노미야 카구야와 회장 시로가네 미유키는 서로에게 끌리고 있을 터였지만  아무 일도 없는 채로 반년이 경과   프라이드가 강하고 솔직하지 못한 두 사람은  귀찮게도  어떻게 상대방에게 고백을 받아낼 것인가  만을 생각하게 되어버렸다   연애는 성취될 때까지가 즐겁다   신감각  두뇌전  러브코미디 개전  
8,카구야 님은 고백받고 싶어  천재들의 연애 두뇌전   기,로맨스,집안도 인품도 좋다   장래를 기대 받고 있는 수재가 모인 슈치인 학원   그 학생회에서 만난 부회장 시노미야 카구야와 회장 시로가네 미유키는 서로 끌리고 있었지만    아무것도 없이 반년이 지났다   프라이드가 높아 솔직해지지 못하는 두 사람은  아주 귀찮게도  어떻게 상대방을 고백 시키느냐 만 생각하게 되어 버렸다   연애는 성취하기까지가 즐겁다   신감각 두뇌전 러브 코미디 개전  
9, 더빙  오란고교 사교클럽,로맨스,엄청난 부잣집 자제들이 다니는 명문 오란고교에 특대생으로 입학하게 된 서민 후지오카 하루히  어느 날  조용히 공부할 곳을 찾던 하루히는 우연히  사교클럽  부실에 들어가게 되고     만엔 짜리 꽃병을 깨는 바람에 사교클럽에 빚을 갚아야 하는 신세가 된다  그러던 중 사교클럽 부장 타마키가  지명 손님    명을 모으면 빚을 없던 걸로 해주겠다 는 제안을 하고  하루히는  번째 사교클럽 멤버로서 여학생들을 대접하게 되는데 
